Call/Put,Strike,Last,Theoretical,IV,Delta,Gamma,Rho,Theta,Vega,Volume
Put,116.00,0.86,0.86,29.09%,-21.31,0.04209,-0.01024,-0.07211,0.06899,"2,331"
Put,117.00,1.01,1.01,27.73%,-25.01,0.04829,-0.01202,-0.07522,0.07544,878
Put,118.00,1.35,1.35,28.28%,-30.56,0.05222,-0.01473,-0.08465,0.08321,761
Put,119.00,1.65,1.65,27.68%,-35.85,0.05686,-0.01730,-0.08836,0.08866,826
Put,120.00,1.94,1.94,26.39%,-41.46,0.06221,-0.02002,-0.08803,0.09250,"6,394"
Put,121.00,2.42,2.42,26.53%,-47.80,0.06324,-0.02315,-0.09054,0.09453,475
Put,122.00,2.81,2.81,25.04%,-54.47,0.06668,-0.02640,-0.08523,0.09408,941
Put,123.00,4.00,3.45,25.52%,-60.74,0.06345,-0.02956,-0.08434,0.09121,690
Put,124.00,4.20,4.20,26.59%,-66.09,0.05796,-0.03234,-0.08381,0.08685,739
Put,125.00,4.67,4.67,23.59%,-74.15,0.05773,-0.03627,-0.06611,0.07672,495
Put,126.00,5.56,5.56,25.14%,-77.83,0.04979,-0.03832,-0.06490,0.07054,194
Put,127.00,6.50,6.30,23.90%,-83.59,0.04355,-0.04128,-0.05174,0.05865,337
Put,128.00,7.83,7.08,21.93%,-89.47,0.03493,-0.04431,-0.03560,0.04317,41
Put,129.00,8.91,8.15,25.88%,-88.63,0.03129,-0.04433,-0.04397,0.04564,37
Put,130.00,9.70,9.03,24.95%,-92.09,0.02481,-0.04628,-0.03293,0.03489,170
Put,131.00,11.33,11.33,50.26%,-77.09,0.02538,-0.04019,-0.13054,0.07187,4
Put,132.00,12.36,11.05,29.74%,-92.47,0.02005,-0.04723,-0.03755,0.03362,15
Put,133.00,13.13,12.05,31.72%,-92.86,0.01805,-0.04779,-0.03841,0.03228,68
Put,134.00,13.56,13.00,31.94%,-94.23,0.01519,-0.04879,-0.03307,0.02734,12
Put,135.00,15.83,13.88,27.45%,-97.60,0.00859,-0.05070,-0.01498,0.01330,16
Put,136.00,15.64,15.64,51.66%,-86.19,0.01796,-0.04607,-0.09819,0.05229,5
Put,137.00,16.73,16.73,55.60%,-85.80,0.01700,-0.04631,-0.10750,0.05328,1
Put,138.00,17.71,17.71,57.42%,-86.40,0.01599,-0.04696,-0.10781,0.05173,5
Put,139.00,18.05,18.18,46.98%,-92.55,0.01259,-0.05000,-0.05778,0.03334,4
Put,140.00,20.23,20.23,71.20%,-83.27,0.01480,-0.04647,-0.15269,0.05940,11
Put,145.00,24.71,24.71,71.82%,-88.58,0.01131,-0.05066,-0.11919,0.04579,1
Put,150.00,29.80,28.95,55.18%,-97.23,0.00482,-0.05631,-0.03145,0.01499,12
Put,155.00,34.80,34.15,72.72%,-95.10,0.00585,-0.05731,-0.06416,0.02399,2
Put,160.00,36.81,39.15,80.02%,-95.47,0.00499,-0.05940,-0.06624,0.02253,14
Put,165.00,42.35,43.85,62.60%,-99.27,0.00131,-0.06297,-0.01230,0.00464,20
Put,170.00,0.00,49.15,93.60%,-96.01,0.00385,-0.06349,-0.06974,0.02031,0
Put,175.00,55.15,53.85,72.92%,-99.36,0.00101,-0.06685,-0.01271,0.00415,27
Put,180.00,58.65,59.15,106.03%,-96.39,0.00313,-0.06750,-0.07262,0.01869,1
