Date,Open,High,Low,Close,Adj Close,Volume,Change,% Return
2020-10-28,313.3299865722656,317.80999755859375,307.44000244140625,308.0,308.0,3249639,-5.329986572265625,-1.701077713810303
2020-10-27,323.05999755859375,323.5,319.42999267578125,320.510009765625,320.510009765625,2426900,-2.54998779296875,-0.7893232873891345
2020-10-26,326.32000732421875,327.75,318.5400085449219,323.05999755859375,323.05999755859375,2408500,-3.260009765625,-0.9990223377219963
2020-10-23,329.1600036621094,335.6499938964844,328.1300048828125,330.6000061035156,330.6000061035156,2349500,1.44000244140625,0.4374779515692456
2020-10-22,322.32000732421875,328.05999755859375,322.25,325.7300109863281,325.7300109863281,2100600,3.410003662109375,1.0579559396321567
2020-10-21,323.4100036621094,326.489990234375,322.17999267578125,322.7900085449219,322.7900085449219,2139000,-0.6199951171875,-0.19170560903096098
2020-10-20,326.6199951171875,328.6199951171875,323.2799987792969,323.4100036621094,323.4100036621094,1988600,-3.209991455078125,-0.9827908588163492
2020-10-19,328.5400085449219,330.7799987792969,322.05999755859375,324.2200012207031,324.2200012207031,2482100,-4.32000732421875,-1.3149105776650234
2020-10-16,325.4599914550781,332.3500061035156,324.7300109863281,329.8999938964844,329.8999938964844,3293300,4.44000244140625,1.3642237319418982
2020-10-15,318.8500061035156,326.9700012207031,316.3299865722656,324.57000732421875,324.57000732421875,3172200,5.720001220703125,1.79394734552588
2020-10-14,322.07000732421875,330.57000732421875,320.20001220703125,321.8500061035156,321.8500061035156,4455400,-0.220001220703125,-0.0683085092371411
2020-10-13,328.5,333.70001220703125,327.7099914550781,331.4200134277344,331.4200134277344,2713500,2.920013427734375,0.8888929764792618
2020-10-12,329.1199951171875,333.55999755859375,329.010009765625,329.9700012207031,329.9700012207031,2424200,0.850006103515625,0.25826632113705794
2020-10-09,324.6600036621094,328.1700134277344,323.9200134277344,327.8399963378906,327.8399963378906,2028900,3.17999267578125,0.9794839647358701
2020-10-08,323.42999267578125,325.3500061035156,320.989990234375,322.4100036621094,322.4100036621094,2056700,-1.019989013671875,-0.3153662420832911
2020-10-07,315.82000732421875,324.739990234375,315.82000732421875,323.1700134277344,323.1700134277344,2596600,7.350006103515625,2.327276908701404
2020-10-06,318.95001220703125,320.29998779296875,313.489990234375,314.45001220703125,314.45001220703125,2434400,-4.5,-1.410879394191413
