Date,Open,High,Low,Close,Adj Close,Volume,Change,% Return
2020-10-09,537.833984375,544.2750244140625,535.010009765625,539.4400024414062,539.4400024414062,4660359,1.60601806640625,0.2977194978380742
2020-10-08,533.47998046875,535.0,524.1500244140625,531.7899780273438,531.7899780273438,5381700,-1.69000244140625,-0.317795090399269
2020-10-07,518.0,536.489990234375,515.8200073242188,534.6599731445312,534.6599731445312,7988700,16.65997314453125,3.115994086212933
2020-10-06,518.719970703125,521.8200073242188,504.1600036621094,505.8699951171875,505.8699951171875,4199000,-12.8499755859375,-2.5401735050446574
2020-10-05,506.79998779296875,520.989990234375,501.70001220703125,520.6500244140625,520.6500244140625,4088100,13.85003662109375,2.660143276989284
2020-10-02,516.4299926757812,526.3699951171875,502.70001220703125,503.05999755859375,503.05999755859375,6071200,-13.3699951171875,-2.6577337061331803
2020-10-01,506.0299987792969,529.5499877929688,503.6000061035156,527.510009765625,527.510009765625,8153700,21.480010986328125,4.071962728417568
2020-09-30,492.57000732421875,504.6300048828125,489.2699890136719,500.0299987792969,500.0299987792969,4631100,7.459991455078125,1.4919087801311726
2020-09-29,489.5,496.2900085449219,486.5299987792969,493.4800109863281,493.4800109863281,3541500,3.980010986328125,0.806519189778974
2020-09-28,489.1099853515625,492.0,477.8800048828125,490.6499938964844,490.6499938964844,4773500,1.540008544921875,0.31387110243127414
2020-09-25,474.3900146484375,484.8699951171875,468.0299987792969,482.8800048828125,482.8800048828125,3769400,8.489990234375,1.7581987550789953
2020-09-24,470.5299987792969,477.0,467.82000732421875,473.0799865722656,473.0799865722656,3727200,2.54998779296875,0.5390183193850295
2020-09-23,491.0400085449219,491.0400085449219,469.0,470.6099853515625,470.6099853515625,3726400,-20.430023193359375,-4.341179284178898
2020-09-22,489.010009765625,491.82000732421875,479.260009765625,491.1700134277344,491.1700134277344,3482300,2.160003662109375,0.43976700593656565
2020-09-21,467.69000244140625,487.7799987792969,466.32000732421875,487.3500061035156,487.3500061035156,5457500,19.660003662109375,4.034062463504616
2020-09-18,472.510009765625,479.3999938964844,458.6000061035156,469.9599914550781,469.9599914550781,6717700,-2.550018310546875,-0.5426032762175295
2020-09-17,475.1600036621094,478.3999938964844,463.2699890136719,470.20001220703125,470.20001220703125,5379300,-4.959991455078125,-1.0548684232900907
2020-09-16,499.989990234375,504.6600036621094,483.30999755859375,483.8599853515625,483.8599853515625,4394900,-16.1300048828125,-3.333610005194535
2020-09-15,484.0,497.4700012207031,481.6300048828125,495.989990234375,495.989990234375,5337000,11.989990234375,2.4173855260081463
2020-09-14,480.6199951171875,488.989990234375,471.29998779296875,476.260009765625,476.260009765625,7359100,-4.3599853515625,-0.9154632474198531
2020-09-11,486.489990234375,493.7300109863281,476.80999755859375,482.0299987792969,482.0299987792969,5035200,-4.459991455078125,-0.9252518445683262
2020-09-10,503.3500061035156,506.2900085449219,478.8399963378906,480.6700134277344,480.6700134277344,6240200,-22.67999267578125,-4.718412225061973
2020-09-09,519.2100219726562,520.0,492.57000732421875,500.19000244140625,500.19000244140625,6848100,-19.02001953125,-3.8025589152950054
2020-09-08,498.3999938964844,522.0,495.0,507.0199890136719,507.0199890136719,5572700,8.6199951171875,1.700129246177523
